_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,C-14 POPULATION IN FIVE YEAR AGE-GROUP BY RESIDENCE AND SEX ,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13
Table,State,Distt.,Area Name,Age-group,Total ,,,Rural,,,Urban,,
Name,Code,Code,,,,,,,,,,,
,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Table,State,Distt.,Area Name,Age-group,Total ,,,Rural,,,Urban,,
Name,Code,Code,,,,,,,,,,,
,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C4114,08,000,State - RAJASTHAN (08),All ages,68548437.0,35550997.0,32997440.0,51500352.0,26641747.0,24858605.0,17048085.0,8909250.0,8138835.0
C4114,08,000,State - RAJASTHAN (08),0-4,7302170.0,3858574.0,3443596.0,5770924.0,3045730.0,2725194.0,1531246.0,812844.0,718402.0
C4114,08,000,State - RAJASTHAN (08),5-9,8042738.0,4258873.0,3783865.0,6326379.0,3336981.0,2989398.0,1716359.0,921892.0,794467.0
C4114,08,000,State - RAJASTHAN (08),10-14,8380518.0,4430696.0,3949822.0,6537189.0,3446732.0,3090457.0,1843329.0,983964.0,859365.0
C4114,08,000,State - RAJASTHAN (08),15-19,7314017.0,3889874.0,3424143.0,5496935.0,2918083.0,2578852.0,1817082.0,971791.0,845291.0
C4114,08,000,State - RAJASTHAN (08),20-24,6426494.0,3377483.0,3049011.0,4682761.0,2471674.0,2211087.0,1743733.0,905809.0,837924.0
C4114,08,000,State - RAJASTHAN (08),25-29,5348497.0,2763059.0,2585438.0,3832693.0,1981853.0,1850840.0,1515804.0,781206.0,734598.0
C4114,08,000,State - RAJASTHAN (08),30-34,4722683.0,2384569.0,2338114.0,3412817.0,1716111.0,1696706.0,1309866.0,668458.0,641408.0
C4114,08,000,State - RAJASTHAN (08),35-39,4334564.0,2201790.0,2132774.0,3130395.0,1585834.0,1544561.0,1204169.0,615956.0,588213.0
C4114,08,000,State - RAJASTHAN (08),40-44,3735355.0,1926916.0,1808439.0,2704801.0,1390594.0,1314207.0,1030554.0,536322.0,494232.0
C4114,08,000,State - RAJASTHAN (08),45-49,3145404.0,1608512.0,1536892.0,2265671.0,1150068.0,1115603.0,879733.0,458444.0,421289.0
C4114,08,000,State - RAJASTHAN (08),50-54,2516808.0,1345007.0,1171801.0,1817629.0,968094.0,849535.0,699179.0,376913.0,322266.0
C4114,08,000,State - RAJASTHAN (08),55-59,1897449.0,935866.0,961583.0,1383879.0,668669.0,715210.0,513570.0,267197.0,246373.0
C4114,08,000,State - RAJASTHAN (08),60-64,1770139.0,884024.0,886115.0,1343329.0,666272.0,677057.0,426810.0,217752.0,209058.0
C4114,08,000,State - RAJASTHAN (08),65-69,1260376.0,589471.0,670905.0,971320.0,448876.0,522444.0,289056.0,140595.0,148461.0
C4114,08,000,State - RAJASTHAN (08),70-74,1016915.0,490011.0,526904.0,795430.0,382456.0,412974.0,221485.0,107555.0,113930.0
C4114,08,000,State - RAJASTHAN (08),75-79,477655.0,216016.0,261639.0,364642.0,162014.0,202628.0,113013.0,54002.0,59011.0
C4114,08,000,State - RAJASTHAN (08),80+,587053.0,252741.0,334312.0,449071.0,193050.0,256021.0,137982.0,59691.0,78291.0
C4114,08,000,State - RAJASTHAN (08),Age not stated,269602.0,137515.0,132087.0,214487.0,108656.0,105831.0,55115.0,28859.0,26256.0
C4114,08,099,District - Ganganagar  (01),All ages,1969168.0,1043340.0,925828.0,1433736.0,758269.0,675467.0,535432.0,285071.0,250361.0
C4114,08,099,District - Ganganagar  (01),0-4,175922.0,94561.0,81361.0,132740.0,71262.0,61478.0,43182.0,23299.0,19883.0
C4114,08,099,District - Ganganagar  (01),5-9,198790.0,107513.0,91277.0,149475.0,80305.0,69170.0,49315.0,27208.0,22107.0
C4114,08,099,District - Ganganagar  (01),10-14,216564.0,117199.0,99365.0,162097.0,87058.0,75039.0,54467.0,30141.0,24326.0
C4114,08,099,District - Ganganagar  (01),15-19,208095.0,113978.0,94117.0,152307.0,83345.0,68962.0,55788.0,30633.0,25155.0
C4114,08,099,District - Ganganagar  (01),20-24,197601.0,105612.0,91989.0,142548.0,76626.0,65922.0,55053.0,28986.0,26067.0
C4114,08,099,District - Ganganagar  (01),25-29,170917.0,91594.0,79323.0,122100.0,65700.0,56400.0,48817.0,25894.0,22923.0
C4114,08,099,District - Ganganagar  (01),30-34,148955.0,78059.0,70896.0,107441.0,56277.0,51164.0,41514.0,21782.0,19732.0
C4114,08,099,District - Ganganagar  (01),35-39,133812.0,69347.0,64465.0,95853.0,49656.0,46197.0,37959.0,19691.0,18268.0
C4114,08,099,District - Ganganagar  (01),40-44,118957.0,61766.0,57191.0,84822.0,43982.0,40840.0,34135.0,17784.0,16351.0
C4114,08,099,District - Ganganagar  (01),45-49,100487.0,52324.0,48163.0,70148.0,36371.0,33777.0,30339.0,15953.0,14386.0
C4114,08,099,District - Ganganagar  (01),50-54,76887.0,41701.0,35186.0,53110.0,28810.0,24300.0,23777.0,12891.0,10886.0
C4114,08,099,District - Ganganagar  (01),55-59,54161.0,27238.0,26923.0,37594.0,18432.0,19162.0,16567.0,8806.0,7761.0
C4114,08,099,District - Ganganagar  (01),60-64,52122.0,25792.0,26330.0,38149.0,18762.0,19387.0,13973.0,7030.0,6943.0
C4114,08,099,District - Ganganagar  (01),65-69,37873.0,18277.0,19596.0,28030.0,13491.0,14539.0,9843.0,4786.0,5057.0
C4114,08,099,District - Ganganagar  (01),70-74,28919.0,14390.0,14529.0,21610.0,10791.0,10819.0,7309.0,3599.0,3710.0
C4114,08,099,District - Ganganagar  (01),75-79,14650.0,7197.0,7453.0,11082.0,5436.0,5646.0,3568.0,1761.0,1807.0
C4114,08,099,District - Ganganagar  (01),80+,18872.0,8575.0,10297.0,14690.0,6787.0,7903.0,4182.0,1788.0,2394.0
C4114,08,099,District - Ganganagar  (01),Age not stated,15584.0,8217.0,7367.0,9940.0,5178.0,4762.0,5644.0,3039.0,2605.0
C4114,08,100,District - Hanumangarh (02),All ages,1774692.0,931184.0,843508.0,1424228.0,746887.0,677341.0,350464.0,184297.0,166167.0
C4114,08,100,District - Hanumangarh (02),0-4,161289.0,85285.0,76004.0,131285.0,69263.0,62022.0,30004.0,16022.0,13982.0
C4114,08,100,District - Hanumangarh (02),5-9,182055.0,97991.0,84064.0,148150.0,79419.0,68731.0,33905.0,18572.0,15333.0
C4114,08,100,District - Hanumangarh (02),10-14,203998.0,108722.0,95276.0,166317.0,88230.0,78087.0,37681.0,20492.0,17189.0
C4114,08,100,District - Hanumangarh (02),15-19,189917.0,103691.0,86226.0,152505.0,83485.0,69020.0,37412.0,20206.0,17206.0
C4114,08,100,District - Hanumangarh (02),20-24,174008.0,94057.0,79951.0,138343.0,75265.0,63078.0,35665.0,18792.0,16873.0
C4114,08,100,District - Hanumangarh (02),25-29,146777.0,77259.0,69518.0,116013.0,61271.0,54742.0,30764.0,15988.0,14776.0
C4114,08,100,District - Hanumangarh (02),30-34,131818.0,66929.0,64889.0,105698.0,53653.0,52045.0,26120.0,13276.0,12844.0
C4114,08,100,District - Hanumangarh (02),35-39,122570.0,62042.0,60528.0,98024.0,49774.0,48250.0,24546.0,12268.0,12278.0
C4114,08,100,District - Hanumangarh (02),40-44,108870.0,56189.0,52681.0,87125.0,44857.0,42268.0,21745.0,11332.0,10413.0
C4114,08,100,District - Hanumangarh (02),45-49,89856.0,46364.0,43492.0,70964.0,36561.0,34403.0,18892.0,9803.0,9089.0
C4114,08,100,District - Hanumangarh (02),50-54,67073.0,36497.0,30576.0,52491.0,28565.0,23926.0,14582.0,7932.0,6650.0
C4114,08,100,District - Hanumangarh (02),55-59,46790.0,23262.0,23528.0,36537.0,17810.0,18727.0,10253.0,5452.0,4801.0
C4114,08,100,District - Hanumangarh (02),60-64,44634.0,22379.0,22255.0,36055.0,18053.0,18002.0,8579.0,4326.0,4253.0
C4114,08,100,District - Hanumangarh (02),65-69,30488.0,14371.0,16117.0,24326.0,11425.0,12901.0,6162.0,2946.0,3216.0
C4114,08,100,District - Hanumangarh (02),70-74,24452.0,11787.0,12665.0,19783.0,9477.0,10306.0,4669.0,2310.0,2359.0
C4114,08,100,District - Hanumangarh (02),75-79,13035.0,6130.0,6905.0,10672.0,4993.0,5679.0,2363.0,1137.0,1226.0
C4114,08,100,District - Hanumangarh (02),80+,15889.0,7386.0,8503.0,13196.0,6193.0,7003.0,2693.0,1193.0,1500.0
C4114,08,100,District - Hanumangarh (02),Age not stated,21173.0,10843.0,10330.0,16744.0,8593.0,8151.0,4429.0,2250.0,2179.0
C4114,08,101,District - Bikaner (03),All ages,2363937.0,1240801.0,1123136.0,1563553.0,821434.0,742119.0,800384.0,419367.0,381017.0
C4114,08,101,District - Bikaner (03),0-4,273676.0,143483.0,130193.0,199765.0,104846.0,94919.0,73911.0,38637.0,35274.0
C4114,08,101,District - Bikaner (03),5-9,303184.0,158477.0,144707.0,220205.0,114623.0,105582.0,82979.0,43854.0,39125.0
C4114,08,101,District - Bikaner (03),10-14,305004.0,160609.0,144395.0,219244.0,115392.0,103852.0,85760.0,45217.0,40543.0
C4114,08,101,District - Bikaner (03),15-19,243460.0,133073.0,110387.0,163375.0,90525.0,72850.0,80085.0,42548.0,37537.0
C4114,08,101,District - Bikaner (03),20-24,225375.0,120384.0,104991.0,145568.0,78618.0,66950.0,79807.0,41766.0,38041.0
C4114,08,101,District - Bikaner (03),25-29,193168.0,101466.0,91702.0,120741.0,63313.0,57428.0,72427.0,38153.0,34274.0
C4114,08,101,District - Bikaner (03),30-34,161461.0,84014.0,77447.0,99788.0,51630.0,48158.0,61673.0,32384.0,29289.0
C4114,08,101,District - Bikaner (03),35-39,140184.0,72660.0,67524.0,85203.0,43923.0,41280.0,54981.0,28737.0,26244.0
C4114,08,101,District - Bikaner (03),40-44,116517.0,61396.0,55121.0,69720.0,36874.0,32846.0,46797.0,24522.0,22275.0
C4114,08,101,District - Bikaner (03),45-49,99109.0,51038.0,48071.0,58361.0,29890.0,28471.0,40748.0,21148.0,19600.0
C4114,08,101,District - Bikaner (03),50-54,80566.0,43921.0,36645.0,46985.0,25790.0,21195.0,33581.0,18131.0,15450.0
C4114,08,101,District - Bikaner (03),55-59,58503.0,29722.0,28781.0,33659.0,16502.0,17157.0,24844.0,13220.0,11624.0
C4114,08,101,District - Bikaner (03),60-64,52960.0,27198.0,25762.0,32324.0,16622.0,15702.0,20636.0,10576.0,10060.0
C4114,08,101,District - Bikaner (03),65-69,34981.0,17084.0,17897.0,21473.0,10370.0,11103.0,13508.0,6714.0,6794.0
C4114,08,101,District - Bikaner (03),70-74,28424.0,13875.0,14549.0,18299.0,8939.0,9360.0,10125.0,4936.0,5189.0
C4114,08,101,District - Bikaner (03),75-79,14942.0,6978.0,7964.0,9224.0,4251.0,4973.0,5718.0,2727.0,2991.0
C4114,08,101,District - Bikaner (03),80+,17789.0,7782.0,10007.0,11242.0,4967.0,6275.0,6547.0,2815.0,3732.0
C4114,08,101,District - Bikaner (03),Age not stated,14634.0,7641.0,6993.0,8377.0,4359.0,4018.0,6257.0,3282.0,2975.0
C4114,08,102,District - Churu (04),All ages,2039547.0,1051446.0,988101.0,1463312.0,755028.0,708284.0,576235.0,296418.0,279817.0
C4114,08,102,District - Churu (04),0-4,218061.0,114314.0,103747.0,160768.0,84240.0,76528.0,57293.0,30074.0,27219.0
C4114,08,102,District - Churu (04),5-9,241995.0,127481.0,114514.0,177246.0,93462.0,83784.0,64749.0,34019.0,30730.0
C4114,08,102,District - Churu (04),10-14,260114.0,136614.0,123500.0,190435.0,100262.0,90173.0,69679.0,36352.0,33327.0
C4114,08,102,District - Churu (04),15-19,219978.0,120142.0,99836.0,156247.0,86543.0,69704.0,63731.0,33599.0,30132.0
C4114,08,102,District - Churu (04),20-24,195969.0,104564.0,91405.0,136524.0,73264.0,63260.0,59445.0,31300.0,28145.0
C4114,08,102,District - Churu (04),25-29,157076.0,80067.0,77009.0,110739.0,56167.0,54572.0,46337.0,23900.0,22437.0
C4114,08,102,District - Churu (04),30-34,139037.0,68443.0,70594.0,99727.0,49022.0,50705.0,39310.0,19421.0,19889.0
C4114,08,102,District - Churu (04),35-39,124209.0,61489.0,62720.0,88127.0,43591.0,44536.0,36082.0,17898.0,18184.0
C4114,08,102,District - Churu (04),40-44,106925.0,54355.0,52570.0,75632.0,38453.0,37179.0,31293.0,15902.0,15391.0
C4114,08,102,District - Churu (04),45-49,88554.0,44225.0,44329.0,61661.0,30607.0,31054.0,26893.0,13618.0,13275.0
C4114,08,102,District - Churu (04),50-54,72236.0,38423.0,33813.0,50479.0,26776.0,23703.0,21757.0,11647.0,10110.0
C4114,08,102,District - Churu (04),55-59,52046.0,25483.0,26563.0,36543.0,17536.0,19007.0,15503.0,7947.0,7556.0
C4114,08,102,District - Churu (04),60-64,49932.0,24397.0,25535.0,36364.0,17695.0,18669.0,13568.0,6702.0,6866.0
C4114,08,102,District - Churu (04),65-69,36351.0,16882.0,19469.0,26615.0,12278.0,14337.0,9736.0,4604.0,5132.0
C4114,08,102,District - Churu (04),70-74,29174.0,13230.0,15944.0,21500.0,9704.0,11796.0,7674.0,3526.0,4148.0
C4114,08,102,District - Churu (04),75-79,15051.0,6651.0,8400.0,11145.0,4873.0,6272.0,3906.0,1778.0,2128.0
C4114,08,102,District - Churu (04),80+,17386.0,6849.0,10537.0,12449.0,4897.0,7552.0,4937.0,1952.0,2985.0
C4114,08,102,District - Churu (04),Age not stated,15453.0,7837.0,7616.0,11111.0,5658.0,5453.0,4342.0,2179.0,2163.0
C4114,08,103,District - Jhunjhunun (05),All ages,2137045.0,1095896.0,1041149.0,1647966.0,842718.0,805248.0,489079.0,253178.0,235901.0
C4114,08,103,District - Jhunjhunun (05),0-4,196376.0,106720.0,89656.0,151645.0,82700.0,68945.0,44731.0,24020.0,20711.0
C4114,08,103,District - Jhunjhunun (05),5-9,223736.0,121526.0,102210.0,171935.0,93587.0,78348.0,51801.0,27939.0,23862.0
C4114,08,103,District - Jhunjhunun (05),10-14,255050.0,136876.0,118174.0,196498.0,105370.0,91128.0,58552.0,31506.0,27046.0
C4114,08,103,District - Jhunjhunun (05),15-19,246559.0,134248.0,112311.0,189036.0,102975.0,86061.0,57523.0,31273.0,26250.0
C4114,08,103,District - Jhunjhunun (05),20-24,213012.0,112035.0,100977.0,161448.0,84870.0,76578.0,51564.0,27165.0,24399.0
C4114,08,103,District - Jhunjhunun (05),25-29,164047.0,81439.0,82608.0,124696.0,61442.0,63254.0,39351.0,19997.0,19354.0
C4114,08,103,District - Jhunjhunun (05),30-34,142492.0,68383.0,74109.0,108989.0,52027.0,56962.0,33503.0,16356.0,17147.0
C4114,08,103,District - Jhunjhunun (05),35-39,132107.0,62659.0,69448.0,101106.0,47749.0,53357.0,31001.0,14910.0,16091.0
C4114,08,103,District - Jhunjhunun (05),40-44,118456.0,57419.0,61037.0,91286.0,44027.0,47259.0,27170.0,13392.0,13778.0
C4114,08,103,District - Jhunjhunun (05),45-49,101069.0,48604.0,52465.0,77898.0,37185.0,40713.0,23171.0,11419.0,11752.0
C4114,08,103,District - Jhunjhunun (05),50-54,86268.0,44919.0,41349.0,67152.0,34777.0,32375.0,19116.0,10142.0,8974.0
C4114,08,103,District - Jhunjhunun (05),55-59,64694.0,31256.0,33438.0,50205.0,23988.0,26217.0,14489.0,7268.0,7221.0
C4114,08,103,District - Jhunjhunun (05),60-64,60679.0,29892.0,30787.0,48414.0,23595.0,24819.0,12265.0,6297.0,5968.0
C4114,08,103,District - Jhunjhunun (05),65-69,42548.0,20003.0,22545.0,34327.0,16097.0,18230.0,8221.0,3906.0,4315.0
C4114,08,103,District - Jhunjhunun (05),70-74,36086.0,16407.0,19679.0,29308.0,13259.0,16049.0,6778.0,3148.0,3630.0
C4114,08,103,District - Jhunjhunun (05),75-79,17953.0,7918.0,10035.0,14717.0,6444.0,8273.0,3236.0,1474.0,1762.0
C4114,08,103,District - Jhunjhunun (05),80+,21898.0,8597.0,13301.0,18147.0,7110.0,11037.0,3751.0,1487.0,2264.0
C4114,08,103,District - Jhunjhunun (05),Age not stated,14015.0,6995.0,7020.0,11159.0,5516.0,5643.0,2856.0,1479.0,1377.0
C4114,08,104,District - Alwar (06),All ages,3674179.0,1939026.0,1735153.0,3019728.0,1589508.0,1430220.0,654451.0,349518.0,304933.0
C4114,08,104,District - Alwar (06),0-4,406822.0,218023.0,188799.0,347784.0,186310.0,161474.0,59038.0,31713.0,27325.0
C4114,08,104,District - Alwar (06),5-9,434669.0,233456.0,201213.0,369979.0,197744.0,172235.0,64690.0,35712.0,28978.0
C4114,08,104,District - Alwar (06),10-14,454991.0,244032.0,210959.0,385406.0,205869.0,179537.0,69585.0,38163.0,31422.0
C4114,08,104,District - Alwar (06),15-19,402634.0,218083.0,184551.0,334527.0,180542.0,153985.0,68107.0,37541.0,30566.0
C4114,08,104,District - Alwar (06),20-24,354971.0,189076.0,165895.0,286857.0,152937.0,133920.0,68114.0,36139.0,31975.0
C4114,08,104,District - Alwar (06),25-29,292634.0,154320.0,138314.0,232887.0,122635.0,110252.0,59747.0,31685.0,28062.0
C4114,08,104,District - Alwar (06),30-34,253623.0,129330.0,124293.0,202332.0,102737.0,99595.0,51291.0,26593.0,24698.0
C4114,08,104,District - Alwar (06),35-39,229906.0,118978.0,110928.0,181869.0,93943.0,87926.0,48037.0,25035.0,23002.0
C4114,08,104,District - Alwar (06),40-44,194280.0,101300.0,92980.0,152966.0,79306.0,73660.0,41314.0,21994.0,19320.0
C4114,08,104,District - Alwar (06),45-49,158191.0,82222.0,75969.0,124301.0,64105.0,60196.0,33890.0,18117.0,15773.0
C4114,08,104,District - Alwar (06),50-54,125347.0,67483.0,57864.0,98885.0,53144.0,45741.0,26462.0,14339.0,12123.0
C4114,08,104,District - Alwar (06),55-59,94372.0,47213.0,47159.0,74921.0,37038.0,37883.0,19451.0,10175.0,9276.0
C4114,08,104,District - Alwar (06),60-64,91285.0,46222.0,45063.0,75124.0,37889.0,37235.0,16161.0,8333.0,7828.0
C4114,08,104,District - Alwar (06),65-69,64563.0,30966.0,33597.0,53797.0,25635.0,28162.0,10766.0,5331.0,5435.0
C4114,08,104,District - Alwar (06),70-74,53551.0,27450.0,26101.0,45373.0,23363.0,22010.0,8178.0,4087.0,4091.0
C4114,08,104,District - Alwar (06),75-79,26717.0,12982.0,13735.0,22432.0,10910.0,11522.0,4285.0,2072.0,2213.0
C4114,08,104,District - Alwar (06),80+,34302.0,17079.0,17223.0,29309.0,14785.0,14524.0,4993.0,2294.0,2699.0
C4114,08,104,District - Alwar (06),Age not stated,1321.0,811.0,510.0,979.0,616.0,363.0,342.0,195.0,147.0
C4114,08,105,District - Bharatpur (07),All ages,2548462.0,1355726.0,1192736.0,2053363.0,1093357.0,960006.0,495099.0,262369.0,232730.0
C4114,08,105,District - Bharatpur (07),0-4,300570.0,160597.0,139973.0,254170.0,135733.0,118437.0,46400.0,24864.0,21536.0
C4114,08,105,District - Bharatpur (07),5-9,319094.0,170713.0,148381.0,267013.0,142074.0,124939.0,52081.0,28639.0,23442.0
C4114,08,105,District - Bharatpur (07),10-14,329522.0,178213.0,151309.0,271247.0,146594.0,124653.0,58275.0,31619.0,26656.0
C4114,08,105,District - Bharatpur (07),15-19,283999.0,156802.0,127197.0,226674.0,125683.0,100991.0,57325.0,31119.0,26206.0
C4114,08,105,District - Bharatpur (07),20-24,239516.0,130353.0,109163.0,189364.0,103699.0,85665.0,50152.0,26654.0,23498.0
C4114,08,105,District - Bharatpur (07),25-29,186814.0,99660.0,87154.0,146901.0,78531.0,68370.0,39913.0,21129.0,18784.0
C4114,08,105,District - Bharatpur (07),30-34,162300.0,83223.0,79077.0,127758.0,65548.0,62210.0,34542.0,17675.0,16867.0
C4114,08,105,District - Bharatpur (07),35-39,150786.0,78235.0,72551.0,118422.0,61555.0,56867.0,32364.0,16680.0,15684.0
C4114,08,105,District - Bharatpur (07),40-44,128273.0,67685.0,60588.0,99800.0,52897.0,46903.0,28473.0,14788.0,13685.0
C4114,08,105,District - Bharatpur (07),45-49,105003.0,54581.0,50422.0,80468.0,41887.0,38581.0,24535.0,12694.0,11841.0
C4114,08,105,District - Bharatpur (07),50-54,84531.0,45531.0,39000.0,64781.0,34888.0,29893.0,19750.0,10643.0,9107.0
C4114,08,105,District - Bharatpur (07),55-59,65482.0,33065.0,32417.0,50561.0,25297.0,25264.0,14921.0,7768.0,7153.0
C4114,08,105,District - Bharatpur (07),60-64,62071.0,31373.0,30698.0,49661.0,25020.0,24641.0,12410.0,6353.0,6057.0
C4114,08,105,District - Bharatpur (07),65-69,44262.0,21594.0,22668.0,35575.0,17367.0,18208.0,8687.0,4227.0,4460.0
C4114,08,105,District - Bharatpur (07),70-74,35179.0,18053.0,17126.0,28426.0,14732.0,13694.0,6753.0,3321.0,3432.0
C4114,08,105,District - Bharatpur (07),75-79,16864.0,8289.0,8575.0,13563.0,6640.0,6923.0,3301.0,1649.0,1652.0
C4114,08,105,District - Bharatpur (07),80+,20738.0,10645.0,10093.0,16776.0,8778.0,7998.0,3962.0,1867.0,2095.0
C4114,08,105,District - Bharatpur (07),Age not stated,13458.0,7114.0,6344.0,12203.0,6434.0,5769.0,1255.0,680.0,575.0
C4114,08,106,District - Dhaulpur (08),All ages,1206516.0,653647.0,552869.0,959066.0,520930.0,438136.0,247450.0,132717.0,114733.0
C4114,08,106,District - Dhaulpur (08),0-4,148288.0,79640.0,68648.0,122841.0,65906.0,56935.0,25447.0,13734.0,11713.0
C4114,08,106,District - Dhaulpur (08),5-9,162710.0,88359.0,74351.0,132843.0,71986.0,60857.0,29867.0,16373.0,13494.0
C4114,08,106,District - Dhaulpur (08),10-14,169080.0,93311.0,75769.0,136426.0,75292.0,61134.0,32654.0,18019.0,14635.0
C4114,08,106,District - Dhaulpur (08),15-19,139125.0,79645.0,59480.0,109037.0,62816.0,46221.0,30088.0,16829.0,13259.0
C4114,08,106,District - Dhaulpur (08),20-24,109563.0,61297.0,48266.0,85208.0,48190.0,37018.0,24355.0,13107.0,11248.0
C4114,08,106,District - Dhaulpur (08),25-29,86885.0,46849.0,40036.0,67769.0,36739.0,31030.0,19116.0,10110.0,9006.0
C4114,08,106,District - Dhaulpur (08),30-34,76360.0,39529.0,36831.0,59914.0,31179.0,28735.0,16446.0,8350.0,8096.0
C4114,08,106,District - Dhaulpur (08),35-39,68878.0,36502.0,32376.0,53286.0,28449.0,24837.0,15592.0,8053.0,7539.0
C4114,08,106,District - Dhaulpur (08),40-44,57250.0,30783.0,26467.0,44068.0,23803.0,20265.0,13182.0,6980.0,6202.0
C4114,08,106,District - Dhaulpur (08),45-49,45928.0,24050.0,21878.0,34900.0,18311.0,16589.0,11028.0,5739.0,5289.0
C4114,08,106,District - Dhaulpur (08),50-54,37156.0,20255.0,16901.0,28660.0,15568.0,13092.0,8496.0,4687.0,3809.0
C4114,08,106,District - Dhaulpur (08),55-59,28198.0,14317.0,13881.0,22057.0,11098.0,10959.0,6141.0,3219.0,2922.0
C4114,08,106,District - Dhaulpur (08),60-64,26532.0,13632.0,12900.0,21244.0,10929.0,10315.0,5288.0,2703.0,2585.0
C4114,08,106,District - Dhaulpur (08),65-69,19041.0,9234.0,9807.0,15310.0,7431.0,7879.0,3731.0,1803.0,1928.0
C4114,08,106,District - Dhaulpur (08),70-74,15398.0,8072.0,7326.0,12462.0,6553.0,5909.0,2936.0,1519.0,1417.0
C4114,08,106,District - Dhaulpur (08),75-79,6589.0,3271.0,3318.0,5346.0,2635.0,2711.0,1243.0,636.0,607.0
C4114,08,106,District - Dhaulpur (08),80+,8451.0,4272.0,4179.0,6785.0,3530.0,3255.0,1666.0,742.0,924.0
C4114,08,106,District - Dhaulpur (08),Age not stated,1084.0,629.0,455.0,910.0,515.0,395.0,174.0,114.0,60.0
C4114,08,107,District - Karauli (09),All ages,1458248.0,783639.0,674609.0,1240143.0,668185.0,571958.0,218105.0,115454.0,102651.0
C4114,08,107,District - Karauli (09),0-4,165031.0,88961.0,76070.0,142436.0,76897.0,65539.0,22595.0,12064.0,10531.0
C4114,08,107,District - Karauli (09),5-9,181836.0,98411.0,83425.0,155954.0,84374.0,71580.0,25882.0,14037.0,11845.0
C4114,08,107,District - Karauli (09),10-14,192468.0,105034.0,87434.0,165016.0,90141.0,74875.0,27452.0,14893.0,12559.0
C4114,08,107,District - Karauli (09),15-19,162331.0,92328.0,70003.0,137554.0,78852.0,58702.0,24777.0,13476.0,11301.0
C4114,08,107,District - Karauli (09),20-24,136903.0,76349.0,60554.0,115339.0,64809.0,50530.0,21564.0,11540.0,10024.0
C4114,08,107,District - Karauli (09),25-29,108604.0,58998.0,49606.0,91303.0,49810.0,41493.0,17301.0,9188.0,8113.0
C4114,08,107,District - Karauli (09),30-34,92964.0,47846.0,45118.0,78265.0,40386.0,37879.0,14699.0,7460.0,7239.0
C4114,08,107,District - Karauli (09),35-39,86546.0,44959.0,41587.0,72664.0,37746.0,34918.0,13882.0,7213.0,6669.0
C4114,08,107,District - Karauli (09),40-44,72286.0,38131.0,34155.0,60657.0,32063.0,28594.0,11629.0,6068.0,5561.0
C4114,08,107,District - Karauli (09),45-49,58892.0,30693.0,28199.0,49264.0,25613.0,23651.0,9628.0,5080.0,4548.0
C4114,08,107,District - Karauli (09),50-54,46777.0,25344.0,21433.0,39235.0,21324.0,17911.0,7542.0,4020.0,3522.0
C4114,08,107,District - Karauli (09),55-59,36115.0,18068.0,18047.0,30472.0,15152.0,15320.0,5643.0,2916.0,2727.0
C4114,08,107,District - Karauli (09),60-64,36797.0,18493.0,18304.0,31753.0,16000.0,15753.0,5044.0,2493.0,2551.0
C4114,08,107,District - Karauli (09),65-69,28565.0,13533.0,15032.0,24755.0,11743.0,13012.0,3810.0,1790.0,2020.0
C4114,08,107,District - Karauli (09),70-74,22535.0,11583.0,10952.0,19657.0,10207.0,9450.0,2878.0,1376.0,1502.0
C4114,08,107,District - Karauli (09),75-79,9698.0,4786.0,4912.0,8203.0,4052.0,4151.0,1495.0,734.0,761.0
C4114,08,107,District - Karauli (09),80+,11555.0,5754.0,5801.0,9853.0,4959.0,4894.0,1702.0,795.0,907.0
C4114,08,107,District - Karauli (09),Age not stated,8345.0,4368.0,3977.0,7763.0,4057.0,3706.0,582.0,311.0,271.0
C4114,08,108,District - Sawai Madhopur (10),All ages,1335551.0,704031.0,631520.0,1069084.0,564592.0,504492.0,266467.0,139439.0,127028.0
C4114,08,108,District - Sawai Madhopur (10),0-4,137034.0,73098.0,63936.0,112447.0,59982.0,52465.0,24587.0,13116.0,11471.0
C4114,08,108,District - Sawai Madhopur (10),5-9,157055.0,83843.0,73212.0,129002.0,68864.0,60138.0,28053.0,14979.0,13074.0
C4114,08,108,District - Sawai Madhopur (10),10-14,167357.0,89029.0,78328.0,136563.0,72730.0,63833.0,30794.0,16299.0,14495.0
C4114,08,108,District - Sawai Madhopur (10),15-19,147142.0,79267.0,67875.0,117108.0,63279.0,53829.0,30034.0,15988.0,14046.0
C4114,08,108,District - Sawai Madhopur (10),20-24,128967.0,69830.0,59137.0,101379.0,55390.0,45989.0,27588.0,14440.0,13148.0
C4114,08,108,District - Sawai Madhopur (10),25-29,104142.0,55724.0,48418.0,81683.0,44031.0,37652.0,22459.0,11693.0,10766.0
