geo_code,geo_level,age_group,area,Total,sex
500,district ,5-9,Rural,86859.0,Female
500,district ,10-14,Rural,101526.0,Female
500,district ,15-19,Rural,93678.0,Female
500,district ,20-24,Rural,91441.0,Female
500,district ,25-29,Rural,80222.0,Female
500,district ,30-34,Rural,70102.0,Female
500,district ,35-39,Rural,65303.0,Female
500,district ,40-44,Rural,57913.0,Female
500,district ,45-49,Rural,49328.0,Female
500,district ,50-54,Rural,41514.0,Female
500,district ,55-59,Rural,34401.0,Female
500,district ,60-64,Rural,37594.0,Female
500,district ,65-69,Rural,36839.0,Female
500,district ,70-74,Rural,24165.0,Female
500,district ,75-79,Rural,11748.0,Female
500,district ,80+,Rural,11317.0,Female
500,district ,Age not stated,Rural,1495.0,Female
501,district ,0-4,Rural,44078.0,Female
501,district ,5-9,Rural,45349.0,Female
501,district ,10-14,Rural,54069.0,Female
501,district ,15-19,Rural,52402.0,Female
501,district ,20-24,Rural,48921.0,Female
501,district ,25-29,Rural,43131.0,Female
501,district ,30-34,Rural,38463.0,Female
501,district ,35-39,Rural,37198.0,Female
501,district ,40-44,Rural,33545.0,Female
501,district ,45-49,Rural,28327.0,Female
501,district ,50-54,Rural,23242.0,Female
501,district ,55-59,Rural,18428.0,Female
501,district ,60-64,Rural,19804.0,Female
501,district ,65-69,Rural,17728.0,Female
501,district ,70-74,Rural,12688.0,Female
501,district ,75-79,Rural,5841.0,Female
501,district ,80+,Rural,5606.0,Female
501,district ,Age not stated,Rural,1412.0,Female
502,district ,0-4,Rural,40700.0,Female
502,district ,5-9,Rural,43649.0,Female
502,district ,10-14,Rural,51155.0,Female
502,district ,15-19,Rural,45490.0,Female
502,district ,20-24,Rural,41672.0,Female
502,district ,25-29,Rural,38430.0,Female
502,district ,30-34,Rural,35489.0,Female
502,district ,35-39,Rural,33504.0,Female
502,district ,40-44,Rural,28622.0,Female
502,district ,45-49,Rural,23129.0,Female
502,district ,50-54,Rural,18964.0,Female
502,district ,55-59,Rural,16026.0,Female
502,district ,60-64,Rural,18454.0,Female
502,district ,65-69,Rural,16467.0,Female
502,district ,70-74,Rural,10913.0,Female
502,district ,75-79,Rural,5132.0,Female
502,district ,80+,Rural,5596.0,Female
502,district ,Age not stated,Rural,628.0,Female
503,district ,0-4,Rural,70867.0,Female
503,district ,5-9,Rural,73395.0,Female
503,district ,10-14,Rural,91781.0,Female
503,district ,15-19,Rural,89900.0,Female
503,district ,20-24,Rural,84105.0,Female
503,district ,25-29,Rural,70836.0,Female
503,district ,30-34,Rural,64940.0,Female
503,district ,35-39,Rural,64415.0,Female
503,district ,40-44,Rural,58070.0,Female
503,district ,45-49,Rural,47880.0,Female
503,district ,50-54,Rural,38397.0,Female
503,district ,55-59,Rural,30233.0,Female
503,district ,60-64,Rural,34030.0,Female
503,district ,65-69,Rural,33213.0,Female
503,district ,70-74,Rural,23422.0,Female
503,district ,75-79,Rural,10876.0,Female
503,district ,80+,Rural,10457.0,Female
503,district ,Age not stated,Rural,3708.0,Female
504,district ,0-4,Rural,30030.0,Female
504,district ,5-9,Rural,31538.0,Female
504,district ,10-14,Rural,38406.0,Female
504,district ,15-19,Rural,39304.0,Female
504,district ,20-24,Rural,39269.0,Female
504,district ,25-29,Rural,35291.0,Female
504,district ,30-34,Rural,31887.0,Female
504,district ,35-39,Rural,32253.0,Female
504,district ,40-44,Rural,28484.0,Female
504,district ,45-49,Rural,24531.0,Female
504,district ,50-54,Rural,19298.0,Female
504,district ,55-59,Rural,15723.0,Female
504,district ,60-64,Rural,18127.0,Female
504,district ,65-69,Rural,17900.0,Female
504,district ,70-74,Rural,12350.0,Female
504,district ,75-79,Rural,5581.0,Female
504,district ,80+,Rural,5306.0,Female
504,district ,Age not stated,Rural,322.0,Female
505,district ,0-4,Rural,57187.0,Female
505,district ,5-9,Rural,56839.0,Female
505,district ,10-14,Rural,66728.0,Female
505,district ,15-19,Rural,68775.0,Female
505,district ,20-24,Rural,70334.0,Female
505,district ,25-29,Rural,62608.0,Female
505,district ,30-34,Rural,54817.0,Female
505,district ,35-39,Rural,52171.0,Female
505,district ,40-44,Rural,46350.0,Female
505,district ,45-49,Rural,38384.0,Female
505,district ,50-54,Rural,30435.0,Female
505,district ,55-59,Rural,24032.0,Female
505,district ,60-64,Rural,27814.0,Female
505,district ,65-69,Rural,25595.0,Female
505,district ,70-74,Rural,17731.0,Female
505,district ,75-79,Rural,7582.0,Female
505,district ,80+,Rural,7916.0,Female
505,district ,Age not stated,Rural,1156.0,Female
506,district ,0-4,Rural,35815.0,Female
506,district ,5-9,Rural,37723.0,Female
506,district ,10-14,Rural,45386.0,Female
506,district ,15-19,Rural,45037.0,Female
506,district ,20-24,Rural,44199.0,Female
506,district ,25-29,Rural,38110.0,Female
506,district ,30-34,Rural,34608.0,Female
506,district ,35-39,Rural,33598.0,Female
506,district ,40-44,Rural,32495.0,Female
506,district ,45-49,Rural,28688.0,Female
506,district ,50-54,Rural,24445.0,Female
506,district ,55-59,Rural,18846.0,Female
506,district ,60-64,Rural,19399.0,Female
506,district ,65-69,Rural,17342.0,Female
506,district ,70-74,Rural,11376.0,Female
506,district ,75-79,Rural,4584.0,Female
506,district ,80+,Rural,4185.0,Female
506,district ,Age not stated,Rural,3183.0,Female
507,district ,0-4,Rural,40479.0,Female
507,district ,5-9,Rural,44923.0,Female
507,district ,10-14,Rural,54448.0,Female
507,district ,15-19,Rural,55313.0,Female
507,district ,20-24,Rural,50615.0,Female
507,district ,25-29,Rural,42404.0,Female
507,district ,30-34,Rural,40495.0,Female
507,district ,35-39,Rural,39888.0,Female
507,district ,40-44,Rural,37998.0,Female
507,district ,45-49,Rural,33068.0,Female
507,district ,50-54,Rural,27398.0,Female
507,district ,55-59,Rural,22125.0,Female
507,district ,60-64,Rural,21716.0,Female
507,district ,65-69,Rural,16665.0,Female
507,district ,70-74,Rural,11308.0,Female
507,district ,75-79,Rural,4659.0,Female
507,district ,80+,Rural,4231.0,Female
507,district ,Age not stated,Rural,910.0,Female
508,district ,0-4,Rural,37073.0,Female
508,district ,5-9,Rural,42160.0,Female
508,district ,10-14,Rural,51333.0,Female
508,district ,15-19,Rural,51620.0,Female
508,district ,20-24,Rural,44815.0,Female
508,district ,25-29,Rural,38370.0,Female
508,district ,30-34,Rural,33760.0,Female
508,district ,35-39,Rural,34586.0,Female
508,district ,40-44,Rural,30984.0,Female
508,district ,45-49,Rural,26235.0,Female
508,district ,50-54,Rural,19630.0,Female
508,district ,55-59,Rural,15941.0,Female
508,district ,60-64,Rural,16413.0,Female
508,district ,65-69,Rural,13672.0,Female
508,district ,70-74,Rural,8414.0,Female
508,district ,75-79,Rural,3629.0,Female
508,district ,80+,Rural,3685.0,Female
508,district ,Age not stated,Rural,1299.0,Female
509,district ,0-4,Rural,53845.0,Female
509,district ,5-9,Rural,55361.0,Female
509,district ,10-14,Rural,65484.0,Female
509,district ,15-19,Rural,67604.0,Female
509,district ,20-24,Rural,65513.0,Female
509,district ,25-29,Rural,58590.0,Female
509,district ,30-34,Rural,52704.0,Female
509,district ,35-39,Rural,52171.0,Female
509,district ,40-44,Rural,47036.0,Female
509,district ,45-49,Rural,39797.0,Female
509,district ,50-54,Rural,32503.0,Female
509,district ,55-59,Rural,25973.0,Female
509,district ,60-64,Rural,27552.0,Female
509,district ,65-69,Rural,25257.0,Female
509,district ,70-74,Rural,16854.0,Female
509,district ,75-79,Rural,7093.0,Female
509,district ,80+,Rural,6845.0,Female
509,district ,Age not stated,Rural,2641.0,Female
510,district ,0-4,Rural,90665.0,Female
510,district ,5-9,Rural,93220.0,Female
510,district ,10-14,Rural,111254.0,Female
510,district ,15-19,Rural,105291.0,Female
510,district ,20-24,Rural,96736.0,Female
510,district ,25-29,Rural,88646.0,Female
510,district ,30-34,Rural,78397.0,Female
510,district ,35-39,Rural,75685.0,Female
510,district ,40-44,Rural,65273.0,Female
510,district ,45-49,Rural,54111.0,Female
510,district ,50-54,Rural,43375.0,Female
510,district ,55-59,Rural,35999.0,Female
510,district ,60-64,Rural,40053.0,Female
510,district ,65-69,Rural,33955.0,Female
510,district ,70-74,Rural,23179.0,Female
510,district ,75-79,Rural,10169.0,Female
510,district ,80+,Rural,10616.0,Female
510,district ,Age not stated,Rural,2423.0,Female
511,district ,0-4,Rural,113626.0,Female
511,district ,5-9,Rural,122190.0,Female
511,district ,10-14,Rural,131361.0,Female
511,district ,15-19,Rural,115380.0,Female
511,district ,20-24,Rural,107984.0,Female
511,district ,25-29,Rural,97815.0,Female
511,district ,30-34,Rural,87147.0,Female
511,district ,35-39,Rural,80512.0,Female
511,district ,40-44,Rural,64658.0,Female
511,district ,45-49,Rural,52094.0,Female
511,district ,50-54,Rural,40686.0,Female
511,district ,55-59,Rural,38753.0,Female
511,district ,60-64,Rural,47647.0,Female
511,district ,65-69,Rural,36047.0,Female
511,district ,70-74,Rural,24255.0,Female
511,district ,75-79,Rural,10752.0,Female
511,district ,80+,Rural,15413.0,Female
511,district ,Age not stated,Rural,2914.0,Female
512,district ,0-4,Rural,46196.0,Female
512,district ,5-9,Rural,49743.0,Female
512,district ,10-14,Rural,52740.0,Female
512,district ,15-19,Rural,43284.0,Female
512,district ,20-24,Rural,42097.0,Female
512,district ,25-29,Rural,39305.0,Female
512,district ,30-34,Rural,35864.0,Female
512,district ,35-39,Rural,33565.0,Female
512,district ,40-44,Rural,26147.0,Female
512,district ,45-49,Rural,21872.0,Female
512,district ,50-54,Rural,17341.0,Female
512,district ,55-59,Rural,17055.0,Female
512,district ,60-64,Rural,20213.0,Female
512,district ,65-69,Rural,15986.0,Female
512,district ,70-74,Rural,10475.0,Female
512,district ,75-79,Rural,5161.0,Female
512,district ,80+,Rural,6580.0,Female
512,district ,Age not stated,Rural,558.0,Female
513,district ,0-4,Rural,58389.0,Female
513,district ,5-9,Rural,62148.0,Female
513,district ,10-14,Rural,65695.0,Female
513,district ,15-19,Rural,56302.0,Female
513,district ,20-24,Rural,53733.0,Female
513,district ,25-29,Rural,48039.0,Female
513,district ,30-34,Rural,44419.0,Female
513,district ,35-39,Rural,42013.0,Female
513,district ,40-44,Rural,34283.0,Female
513,district ,45-49,Rural,27550.0,Female
513,district ,50-54,Rural,21114.0,Female
513,district ,55-59,Rural,20797.0,Female
513,district ,60-64,Rural,26914.0,Female
513,district ,65-69,Rural,22231.0,Female
513,district ,70-74,Rural,13784.0,Female
513,district ,75-79,Rural,6502.0,Female
513,district ,80+,Rural,8729.0,Female
513,district ,Age not stated,Rural,1752.0,Female
514,district ,0-4,Rural,76329.0,Female
514,district ,5-9,Rural,78271.0,Female
514,district ,10-14,Rural,78926.0,Female
514,district ,15-19,Rural,66356.0,Female
514,district ,20-24,Rural,68480.0,Female
514,district ,25-29,Rural,61348.0,Female
514,district ,30-34,Rural,53250.0,Female
514,district ,35-39,Rural,49511.0,Female
514,district ,40-44,Rural,41023.0,Female
514,district ,45-49,Rural,33514.0,Female
514,district ,50-54,Rural,26758.0,Female
514,district ,55-59,Rural,25140.0,Female
514,district ,60-64,Rural,31390.0,Female
514,district ,65-69,Rural,30172.0,Female
514,district ,70-74,Rural,18684.0,Female
514,district ,75-79,Rural,8675.0,Female
514,district ,80+,Rural,12180.0,Female
514,district ,Age not stated,Rural,4331.0,Female
515,district ,0-4,Rural,99715.0,Female
515,district ,5-9,Rural,101167.0,Female
515,district ,10-14,Rural,104544.0,Female
515,district ,15-19,Rural,93417.0,Female
515,district ,20-24,Rural,92753.0,Female
515,district ,25-29,Rural,80165.0,Female
515,district ,30-34,Rural,70815.0,Female
515,district ,35-39,Rural,66015.0,Female
515,district ,40-44,Rural,54240.0,Female
515,district ,45-49,Rural,44100.0,Female
515,district ,50-54,Rural,35462.0,Female
515,district ,55-59,Rural,30814.0,Female
515,district ,60-64,Rural,38315.0,Female
515,district ,65-69,Rural,37087.0,Female
515,district ,70-74,Rural,23654.0,Female
515,district ,75-79,Rural,10808.0,Female
515,district ,80+,Rural,14246.0,Female
515,district ,Age not stated,Rural,1970.0,Female
516,district ,0-4,Rural,165213.0,Female
516,district ,5-9,Rural,169780.0,Female
516,district ,10-14,Rural,181678.0,Female
516,district ,15-19,Rural,162394.0,Female
516,district ,20-24,Rural,163174.0,Female
516,district ,25-29,Rural,144515.0,Female
516,district ,30-34,Rural,123513.0,Female
516,district ,35-39,Rural,112941.0,Female
516,district ,40-44,Rural,96579.0,Female
516,district ,45-49,Rural,82143.0,Female
516,district ,50-54,Rural,67468.0,Female
516,district ,55-59,Rural,55087.0,Female
516,district ,60-64,Rural,57673.0,Female
516,district ,65-69,Rural,53800.0,Female
516,district ,70-74,Rural,33758.0,Female
516,district ,75-79,Rural,16022.0,Female
516,district ,80+,Rural,15911.0,Female
516,district ,Age not stated,Rural,3453.0,Female
517,district ,0-4,Rural,124497.0,Female
517,district ,5-9,Rural,133873.0,Female
517,district ,10-14,Rural,131024.0,Female
517,district ,15-19,Rural,113640.0,Female
517,district ,20-24,Rural,124797.0,Female
517,district ,25-29,Rural,109670.0,Female
517,district ,30-34,Rural,93086.0,Female
517,district ,35-39,Rural,86885.0,Female
517,district ,40-44,Rural,74520.0,Female
517,district ,45-49,Rural,63684.0,Female
517,district ,50-54,Rural,50227.0,Female
517,district ,55-59,Rural,39617.0,Female
517,district ,60-64,Rural,35832.0,Female
517,district ,65-69,Rural,26553.0,Female
517,district ,70-74,Rural,17244.0,Female
517,district ,75-79,Rural,7913.0,Female
517,district ,80+,Rural,8588.0,Female
517,district ,Age not stated,Rural,3684.0,Female
520,district ,0-4,Rural,65150.0,Female
520,district ,5-9,Rural,68083.0,Female
520,district ,10-14,Rural,77478.0,Female
520,district ,15-19,Rural,74690.0,Female
520,district ,20-24,Rural,76039.0,Female
520,district ,25-29,Rural,69770.0,Female
520,district ,30-34,Rural,62061.0,Female
520,district ,35-39,Rural,60854.0,Female
520,district ,40-44,Rural,52966.0,Female
520,district ,45-49,Rural,46619.0,Female
520,district ,50-54,Rural,38710.0,Female
520,district ,55-59,Rural,32674.0,Female
520,district ,60-64,Rural,31475.0,Female
520,district ,65-69,Rural,27059.0,Female
520,district ,70-74,Rural,19694.0,Female
520,district ,75-79,Rural,9997.0,Female
520,district ,80+,Rural,10781.0,Female
520,district ,Age not stated,Rural,2909.0,Female
521,district ,0-4,Rural,146200.0,Female
521,district ,5-9,Rural,144080.0,Female
521,district ,10-14,Rural,158921.0,Female
521,district ,15-19,Rural,159937.0,Female
521,district ,20-24,Rural,180439.0,Female
521,district ,25-29,Rural,159227.0,Female
521,district ,30-34,Rural,132485.0,Female
521,district ,35-39,Rural,127747.0,Female
521,district ,40-44,Rural,111211.0,Female
521,district ,45-49,Rural,95207.0,Female
521,district ,50-54,Rural,79052.0,Female
521,district ,55-59,Rural,63897.0,Female
521,district ,60-64,Rural,66513.0,Female
521,district ,65-69,Rural,60696.0,Female
521,district ,70-74,Rural,41475.0,Female
521,district ,75-79,Rural,19984.0,Female
521,district ,80+,Rural,23817.0,Female
521,district ,Age not stated,Rural,3898.0,Female
522,district ,0-4,Rural,147601.0,Female
522,district ,5-9,Rural,149312.0,Female
522,district ,10-14,Rural,167443.0,Female
522,district ,15-19,Rural,159147.0,Female
522,district ,20-24,Rural,165518.0,Female
522,district ,25-29,Rural,143672.0,Female
522,district ,30-34,Rural,128024.0,Female
522,district ,35-39,Rural,124696.0,Female
522,district ,40-44,Rural,108814.0,Female
522,district ,45-49,Rural,90731.0,Female
522,district ,50-54,Rural,76334.0,Female
522,district ,55-59,Rural,63333.0,Female
522,district ,60-64,Rural,69585.0,Female
522,district ,65-69,Rural,67712.0,Female
522,district ,70-74,Rural,43775.0,Female
522,district ,75-79,Rural,20649.0,Female
522,district ,80+,Rural,25177.0,Female
522,district ,Age not stated,Rural,6112.0,Female
523,district ,0-4,Rural,87521.0,Female
523,district ,5-9,Rural,94166.0,Female
523,district ,10-14,Rural,98519.0,Female
523,district ,15-19,Rural,87321.0,Female
523,district ,20-24,Rural,86695.0,Female
523,district ,25-29,Rural,76298.0,Female
523,district ,30-34,Rural,69012.0,Female
523,district ,35-39,Rural,66983.0,Female
523,district ,40-44,Rural,56943.0,Female
523,district ,45-49,Rural,47689.0,Female
523,district ,50-54,Rural,38247.0,Female
523,district ,55-59,Rural,33929.0,Female
523,district ,60-64,Rural,44029.0,Female
523,district ,65-69,Rural,44154.0,Female
523,district ,70-74,Rural,26340.0,Female
523,district ,75-79,Rural,13141.0,Female
523,district ,80+,Rural,16009.0,Female
523,district ,Age not stated,Rural,777.0,Female
524,district ,0-4,Rural,77815.0,Female
524,district ,5-9,Rural,85041.0,Female
524,district ,10-14,Rural,91833.0,Female
524,district ,15-19,Rural,83830.0,Female
524,district ,20-24,Rural,75870.0,Female
524,district ,25-29,Rural,67671.0,Female
524,district ,30-34,Rural,62233.0,Female
524,district ,35-39,Rural,59775.0,Female
524,district ,40-44,Rural,47810.0,Female
524,district ,45-49,Rural,38952.0,Female
524,district ,50-54,Rural,30250.0,Female
524,district ,55-59,Rural,29329.0,Female
524,district ,60-64,Rural,40196.0,Female
524,district ,65-69,Rural,36178.0,Female
524,district ,70-74,Rural,22838.0,Female
524,district ,75-79,Rural,11044.0,Female
524,district ,80+,Rural,15516.0,Female
524,district ,Age not stated,Rural,3328.0,Female
525,district ,0-4,Rural,56044.0,Female
525,district ,5-9,Rural,57830.0,Female
525,district ,10-14,Rural,64883.0,Female
525,district ,15-19,Rural,60916.0,Female
525,district ,20-24,Rural,57320.0,Female
525,district ,25-29,Rural,50663.0,Female
525,district ,30-34,Rural,44833.0,Female
525,district ,35-39,Rural,44874.0,Female
525,district ,40-44,Rural,37991.0,Female
525,district ,45-49,Rural,31116.0,Female
525,district ,50-54,Rural,25214.0,Female
525,district ,55-59,Rural,22753.0,Female
525,district ,60-64,Rural,31019.0,Female
525,district ,65-69,Rural,31471.0,Female
525,district ,70-74,Rural,20027.0,Female
525,district ,75-79,Rural,9224.0,Female
525,district ,80+,Rural,12630.0,Female
525,district ,Age not stated,Rural,1474.0,Female
526,district ,0-4,Rural,122988.0,Female
526,district ,5-9,Rural,127327.0,Female
526,district ,10-14,Rural,138524.0,Female
526,district ,15-19,Rural,123656.0,Female
526,district ,20-24,Rural,127671.0,Female
526,district ,25-29,Rural,110542.0,Female
526,district ,30-34,Rural,100810.0,Female
526,district ,35-39,Rural,99019.0,Female
526,district ,40-44,Rural,87523.0,Female
526,district ,45-49,Rural,72044.0,Female
526,district ,50-54,Rural,60613.0,Female
526,district ,55-59,Rural,49933.0,Female
526,district ,60-64,Rural,56194.0,Female
526,district ,65-69,Rural,49171.0,Female
526,district ,70-74,Rural,34290.0,Female
526,district ,75-79,Rural,15451.0,Female
526,district ,80+,Rural,20154.0,Female
526,district ,Age not stated,Rural,4412.0,Female
527,district ,0-4,Rural,86226.0,Female
527,district ,5-9,Rural,90708.0,Female
527,district ,10-14,Rural,101757.0,Female
527,district ,15-19,Rural,103928.0,Female
527,district ,20-24,Rural,109264.0,Female
527,district ,25-29,Rural,96080.0,Female
527,district ,30-34,Rural,86026.0,Female
527,district ,35-39,Rural,87874.0,Female
527,district ,40-44,Rural,79207.0,Female
527,district ,45-49,Rural,71401.0,Female
527,district ,50-54,Rural,61984.0,Female
527,district ,55-59,Rural,53917.0,Female
527,district ,60-64,Rural,54011.0,Female
527,district ,65-69,Rural,50283.0,Female
527,district ,70-74,Rural,36522.0,Female
527,district ,75-79,Rural,17882.0,Female
527,district ,80+,Rural,20823.0,Female
527,district ,Age not stated,Rural,5721.0,Female
528,district ,0-4,Rural,42959.0,Female
528,district ,5-9,Rural,52132.0,Female
528,district ,10-14,Rural,66777.0,Female
528,district ,15-19,Rural,61124.0,Female
528,district ,20-24,Rural,53995.0,Female
528,district ,25-29,Rural,49456.0,Female
528,district ,30-34,Rural,49019.0,Female
528,district ,35-39,Rural,53989.0,Female
528,district ,40-44,Rural,49746.0,Female
528,district ,45-49,Rural,44423.0,Female
528,district ,50-54,Rural,36476.0,Female
528,district ,55-59,Rural,34410.0,Female
528,district ,60-64,Rural,35823.0,Female
528,district ,65-69,Rural,36850.0,Female
528,district ,70-74,Rural,26301.0,Female
528,district ,75-79,Rural,13699.0,Female
528,district ,80+,Rural,13307.0,Female
528,district ,Age not stated,Rural,647.0,Female
529,district ,0-4,Rural,20405.0,Female
529,district ,5-9,Rural,24753.0,Female
529,district ,10-14,Rural,32005.0,Female
529,district ,15-19,Rural,32366.0,Female
529,district ,20-24,Rural,28138.0,Female
529,district ,25-29,Rural,25678.0,Female
529,district ,30-34,Rural,26224.0,Female
529,district ,35-39,Rural,28618.0,Female
529,district ,40-44,Rural,27342.0,Female
529,district ,45-49,Rural,24562.0,Female
529,district ,50-54,Rural,20160.0,Female
529,district ,55-59,Rural,18251.0,Female
529,district ,60-64,Rural,19477.0,Female
529,district ,65-69,Rural,20237.0,Female
529,district ,70-74,Rural,14876.0,Female
529,district ,75-79,Rural,7379.0,Female
529,district ,80+,Rural,7898.0,Female
529,district ,Age not stated,Rural,1008.0,Female
530,district ,0-4,Rural,90653.0,Female
530,district ,5-9,Rural,97014.0,Female
530,district ,10-14,Rural,107860.0,Female
530,district ,15-19,Rural,111807.0,Female
530,district ,20-24,Rural,116046.0,Female
530,district ,25-29,Rural,105277.0,Female
530,district ,30-34,Rural,97368.0,Female
530,district ,35-39,Rural,99732.0,Female
530,district ,40-44,Rural,89439.0,Female
530,district ,45-49,Rural,77075.0,Female
530,district ,50-54,Rural,65201.0,Female
530,district ,55-59,Rural,55341.0,Female
530,district ,60-64,Rural,57027.0,Female
530,district ,65-69,Rural,50985.0,Female
530,district ,70-74,Rural,34122.0,Female
530,district ,75-79,Rural,16452.0,Female
530,district ,80+,Rural,19469.0,Female
530,district ,Age not stated,Rural,6309.0,Female
531,district ,0-4,Rural,75205.0,Female
531,district ,5-9,Rural,78953.0,Female
531,district ,10-14,Rural,90080.0,Female
531,district ,15-19,Rural,86019.0,Female
531,district ,20-24,Rural,91657.0,Female
531,district ,25-29,Rural,83402.0,Female
531,district ,30-34,Rural,75096.0,Female
531,district ,35-39,Rural,77502.0,Female
531,district ,40-44,Rural,67254.0,Female
531,district ,45-49,Rural,60118.0,Female
531,district ,50-54,Rural,51288.0,Female
531,district ,55-59,Rural,42861.0,Female
531,district ,60-64,Rural,44275.0,Female
531,district ,65-69,Rural,40086.0,Female
531,district ,70-74,Rural,29805.0,Female
531,district ,75-79,Rural,14307.0,Female
531,district ,80+,Rural,18632.0,Female
531,district ,Age not stated,Rural,5122.0,Female
28,state ,0-4,Rural,2046552.0,Female
28,state ,5-9,Rural,2417777.0,Female
28,state ,10-14,Rural,2705542.0,Female
28,state ,15-19,Rural,2534076.0,Female
28,state ,20-24,Rural,2580607.0,Female
28,state ,25-29,Rural,2542439.0,Female
28,state ,30-34,Rural,2126704.0,Female
28,state ,35-39,Rural,2181914.0,Female
28,state ,40-44,Rural,1721080.0,Female
28,state ,45-49,Rural,1517706.0,Female
28,state ,50-54,Rural,1212242.0,Female
28,state ,55-59,Rural,1096785.0,Female
28,state ,60-64,Rural,1275689.0,Female
28,state ,65-69,Rural,850523.0,Female
28,state ,70-74,Rural,574771.0,Female
28,state ,75-79,Rural,235745.0,Female
28,state ,80+,Rural,298485.0,Female
28,state ,Age not stated,Rural,199824.0,Female
532,district ,0-4,Rural,76096.0,Female
532,district ,5-9,Rural,94851.0,Female
532,district ,10-14,Rural,105607.0,Female
532,district ,15-19,Rural,97355.0,Female
532,district ,20-24,Rural,89053.0,Female
532,district ,25-29,Rural,85653.0,Female
532,district ,30-34,Rural,74658.0,Female
532,district ,35-39,Rural,70613.0,Female
532,district ,40-44,Rural,57179.0,Female
532,district ,45-49,Rural,47732.0,Female
532,district ,50-54,Rural,37405.0,Female
532,district ,55-59,Rural,34328.0,Female
532,district ,60-64,Rural,39143.0,Female
532,district ,65-69,Rural,26257.0,Female
532,district ,70-74,Rural,17297.0,Female
532,district ,75-79,Rural,7491.0,Female
532,district ,80+,Rural,9838.0,Female
532,district ,Age not stated,Rural,25121.0,Female
533,district ,0-4,Rural,72130.0,Female
533,district ,5-9,Rural,85344.0,Female
533,district ,10-14,Rural,99674.0,Female
533,district ,15-19,Rural,91242.0,Female
533,district ,20-24,Rural,90996.0,Female
533,district ,25-29,Rural,88886.0,Female
533,district ,30-34,Rural,76534.0,Female
533,district ,35-39,Rural,76424.0,Female
533,district ,40-44,Rural,60125.0,Female
533,district ,45-49,Rural,51584.0,Female
533,district ,50-54,Rural,41886.0,Female
533,district ,55-59,Rural,38144.0,Female
533,district ,60-64,Rural,45364.0,Female
533,district ,65-69,Rural,28914.0,Female
533,district ,70-74,Rural,21197.0,Female
533,district ,75-79,Rural,8764.0,Female
533,district ,80+,Rural,12501.0,Female
533,district ,Age not stated,Rural,14417.0,Female
534,district ,0-4,Rural,80427.0,Female
534,district ,5-9,Rural,102157.0,Female
534,district ,10-14,Rural,137691.0,Female
534,district ,15-19,Rural,134605.0,Female
534,district ,20-24,Rural,126267.0,Female
534,district ,25-29,Rural,119122.0,Female
534,district ,30-34,Rural,105572.0,Female
534,district ,35-39,Rural,111917.0,Female
534,district ,40-44,Rural,89852.0,Female
534,district ,45-49,Rural,76584.0,Female
534,district ,50-54,Rural,61507.0,Female
534,district ,55-59,Rural,56978.0,Female
534,district ,60-64,Rural,71085.0,Female
534,district ,65-69,Rural,47680.0,Female
534,district ,70-74,Rural,34757.0,Female
534,district ,75-79,Rural,15349.0,Female
534,district ,80+,Rural,19900.0,Female
534,district ,Age not stated,Rural,31644.0,Female
535,district ,0-4,Rural,93766.0,Female
535,district ,5-9,Rural,107654.0,Female
535,district ,10-14,Rural,121164.0,Female
535,district ,15-19,Rural,108319.0,Female
535,district ,20-24,Rural,104905.0,Female
535,district ,25-29,Rural,104470.0,Female
535,district ,30-34,Rural,84099.0,Female
535,district ,35-39,Rural,85207.0,Female
535,district ,40-44,Rural,62838.0,Female
535,district ,45-49,Rural,55622.0,Female
535,district ,50-54,Rural,45713.0,Female
535,district ,55-59,Rural,43296.0,Female
535,district ,60-64,Rural,51846.0,Female
535,district ,65-69,Rural,34197.0,Female
535,district ,70-74,Rural,23731.0,Female
535,district ,75-79,Rural,10240.0,Female
535,district ,80+,Rural,13660.0,Female
535,district ,Age not stated,Rural,1884.0,Female
537,district ,0-4,Rural,64525.0,Female
537,district ,5-9,Rural,73254.0,Female
537,district ,10-14,Rural,80378.0,Female
537,district ,15-19,Rural,73627.0,Female
537,district ,20-24,Rural,74212.0,Female
537,district ,25-29,Rural,73802.0,Female
537,district ,30-34,Rural,56977.0,Female
537,district ,35-39,Rural,56500.0,Female
537,district ,40-44,Rural,40599.0,Female
537,district ,45-49,Rural,36022.0,Female
537,district ,50-54,Rural,29088.0,Female
537,district ,55-59,Rural,26371.0,Female
537,district ,60-64,Rural,29851.0,Female
537,district ,65-69,Rural,19018.0,Female
537,district ,70-74,Rural,12918.0,Female
537,district ,75-79,Rural,5692.0,Female
537,district ,80+,Rural,7874.0,Female
537,district ,Age not stated,Rural,15848.0,Female
538,district ,0-4,Rural,148194.0,Female
538,district ,5-9,Rural,179141.0,Female
538,district ,10-14,Rural,184011.0,Female
538,district ,15-19,Rural,151373.0,Female
538,district ,20-24,Rural,150472.0,Female
538,district ,25-29,Rural,159367.0,Female
538,district ,30-34,Rural,127383.0,Female
538,district ,35-39,Rural,124907.0,Female
538,district ,40-44,Rural,92561.0,Female
538,district ,45-49,Rural,82333.0,Female
538,district ,50-54,Rural,67459.0,Female
538,district ,55-59,Rural,58237.0,Female
538,district ,60-64,Rural,68630.0,Female
538,district ,65-69,Rural,41717.0,Female
538,district ,70-74,Rural,29454.0,Female
538,district ,75-79,Rural,11598.0,Female
