table,state_code,district_code,area_name,total,age_group,total_p,total_m,total_f,never_married_t,never_married_m,never_married_f,curr_married_t,curr_married_m,curr_married_f,widowed_t,widowed_m,widowed_f,separated_t,separated_m,separated_f,divorced_t,divorced_m,divorced_f,unspecified_t,unspecified_m,unspecified_f
C0402,9,0,State - UTTAR PRADESH (09),Urban,20-24,4589604,2477784,2111820,2923456,1920114,1003342,1642338,549620,1092718,15609,5328,10281,5565,1973,3592,2636,749,1887,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,25-29,3719100,1934915,1784185,1037803,771128,266675,2641215,1149781,1491434,27502,9748,17754,7888,2860,5028,4692,1398,3294,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,30-34,3144283,1606340,1537943,305572,234194,71378,2780681,1351978,1428703,44160,15100,29060,8477,3263,5214,5393,1805,3588,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,35-39,3032521,1553023,1479498,120729,91258,29471,2823670,1434283,1389387,74352,21971,52381,8326,3476,4850,5444,2035,3409,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,40-44,2546140,1341168,1204972,65822,49185,16637,2363983,1258010,1105973,105521,29565,75956,6579,2850,3729,4235,1558,2677,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,45-49,2171526,1141255,1030271,39328,28553,10775,1990658,1074262,916396,134043,35308,98735,4613,2014,2599,2884,1118,1766,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,50-54,1674332,909486,764846,28843,20067,8776,1480636,844231,636405,159579,42943,116636,3291,1464,1827,1983,781,1202,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,55-59,1297546,665667,631879,21967,14354,7613,1115020,606843,508177,157292,43097,114195,2048,899,1149,1219,474,745,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,60-64,1149715,605250,544465,30592,18311,12281,880321,523830,356491,235961,61861,174100,1833,868,965,1008,380,628,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,65-69,723004,375388,347616,32342,18523,13819,508010,304173,203837,181225,52047,129178,904,440,464,523,205,318,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,70-74,514682,272647,242035,17860,10591,7269,309794,205945,103849,186104,55673,130431,565,295,270,359,143,216,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,75-79,241641,124691,116950,9668,5668,4000,135327,86075,49252,96205,32737,63468,265,141,124,176,70,106,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,80+,364394,181522,182872,52344,32422,19922,164084,97976,66108,147216,50783,96433,440,222,218,310,119,191,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,Age not stated,449632,241553,208079,252029,151806,100223,182563,85169,97394,14197,4213,9984,494,223,271,349,142,207,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,Less than 18,16694880,8866879,7828001,16423766,8775952,7647814,257526,85478,172048,8880,3170,5710,3815,1877,1938,893,402,491,0,0,0
C0402,9,0,State - UTTAR PRADESH (09),Urban,Less than 21,20141584,10743514,9398070,19317094,10509687,8807407,800538,224787,575751,15802,5484,10318,6330,2905,3425,1820,651,1169,0,0,0
C0402,10,0,State - BIHAR (10),Total,All ages,104099452,54278157,49821295,54402082,30463744,23938338,46302047,22716906,23585141,3297891,1059098,2238793,75805,31542,44263,21627,6867,14760,0,0,0
C0402,10,0,State - BIHAR (10),Total,0-9,27801306,14373230,13428076,27801306,14373230,13428076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,10,0,State - BIHAR (10),Total,10-14,13919882,7323831,6596051,13613355,7206151,6407204,291001,110702,180299,9435,3948,5487,5290,2645,2645,801,385,416,0,0,0
C0402,10,0,State - BIHAR (10),Total,15-19,9472695,5290581,4182114,8080569,4986611,3093958,1369449,294887,1074562,16789,6490,10299,4893,2249,2644,995,344,651,0,0,0
C0402,10,0,State - BIHAR (10),Total,20-24,8064735,4210585,3854150,3074442,2451967,622475,4949771,1744055,3205716,30580,10956,19624,7720,3005,4715,2222,602,1620,0,0,0
C0402,10,0,State - BIHAR (10),Total,25-29,7671705,3828687,3843018,923859,798645,125214,6680441,3007157,3673284,54851,18316,36535,9543,3688,5855,3011,881,2130,0,0,0
C0402,10,0,State - BIHAR (10),Total,30-34,7055737,3510596,3545141,264823,223449,41374,6686845,3254636,3432209,90628,27581,63047,10255,3932,6323,3186,998,2188,0,0,0
C0402,10,0,State - BIHAR (10),Total,35-39,6457261,3308161,3149100,96836,76399,20437,6214732,3189930,3024802,133564,37275,96289,9339,3714,5625,2790,843,1947,0,0,0
C0402,10,0,State - BIHAR (10),Total,40-44,5165692,2756809,2408883,51839,40411,11428,4922704,2661020,2261684,180843,51453,129390,7950,3187,4763,2356,738,1618,0,0,0
C0402,10,0,State - BIHAR (10),Total,45-49,4270374,2209994,2060380,30368,23234,7134,4021455,2121712,1899743,211270,62264,149006,5714,2314,3400,1567,470,1097,0,0,0
C0402,10,0,State - BIHAR (10),Total,50-54,3312740,1808425,1504315,24270,17760,6510,3008509,1706337,1302172,274448,82173,192275,4341,1765,2576,1172,390,782,0,0,0
C0402,10,0,State - BIHAR (10),Total,55-59,2796678,1330356,1466322,20542,14206,6336,2509957,1231427,1278530,262638,83267,179371,2723,1167,1556,818,289,529,0,0,0
C0402,10,0,State - BIHAR (10),Total,60-64,3008008,1559925,1448083,54855,31472,23383,2410889,1371239,1039650,538092,155607,382485,3219,1316,1903,953,291,662,0,0,0
C0402,10,0,State - BIHAR (10),Total,65-69,2089779,1103718,986061,52328,31102,21226,1551655,918505,633150,483171,152925,330246,1985,966,1019,640,220,420,0,0,0
C0402,10,0,State - BIHAR (10),Total,70-74,1379531,784383,595148,25483,15519,9964,866044,604398,261646,486224,163565,322659,1310,733,577,470,168,302,0,0,0
C0402,10,0,State - BIHAR (10),Total,75-79,550479,297973,252506,10561,6422,4139,331359,210046,121313,207896,81159,126737,479,278,201,184,68,116,0,0,0
C0402,10,0,State - BIHAR (10),Total,80+,679348,360594,318754,51766,31247,20519,321639,210785,110854,305002,118073,186929,646,383,263,295,106,189,0,0,0
C0402,10,0,State - BIHAR (10),Total,Age not stated,403502,220309,183193,224880,135919,88961,165597,80070,85527,12460,4046,8414,398,200,198,167,74,93,0,0,0
C0402,10,0,State - BIHAR (10),Total,Less than 18,47503065,24928014,22575051,46776266,24685864,22090402,697615,229665,467950,19921,7954,11967,7990,3949,4041,1273,582,691,0,0,0
C0402,10,0,State - BIHAR (10),Total,Less than 21,53543616,28226988,25316628,50702711,27502377,23200334,2791225,704488,2086737,35114,13558,21556,12226,5703,6523,2340,862,1478,0,0,0
C0402,10,0,State - BIHAR (10),Rural,All ages,92341436,48073850,44267586,48276598,26967206,21309392,41082859,20125088,20957771,2899297,948392,1950905,64380,27366,37014,18302,5798,12504,0,0,0
C0402,10,0,State - BIHAR (10),Rural,0-9,25231089,13027788,12203301,25231089,13027788,12203301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,10,0,State - BIHAR (10),Rural,10-14,12472947,6563975,5908972,12198648,6458838,5739810,260631,98973,161658,8244,3463,4781,4734,2370,2364,690,331,359,0,0,0
C0402,10,0,State - BIHAR (10),Rural,15-19,8243729,4622498,3621231,6974119,4346360,2627759,1249852,268155,981697,14617,5703,8914,4297,1987,2310,844,293,551,0,0,0
C0402,10,0,State - BIHAR (10),Rural,20-24,7011053,3644529,3366524,2468647,2023209,445438,4507094,1608379,2898715,26812,9781,17031,6587,2638,3949,1913,522,1391,0,0,0
C0402,10,0,State - BIHAR (10),Rural,25-29,6722688,3340162,3382526,675676,597751,77925,5988438,2722077,3266361,47986,16365,31621,8029,3217,4812,2559,752,1807,0,0,0
C0402,10,0,State - BIHAR (10),Rural,30-34,6203044,3074406,3128638,188727,159083,29644,5923809,2886517,3037292,79372,24558,54814,8464,3390,5074,2672,858,1814,0,0,0
C0402,10,0,State - BIHAR (10),Rural,35-39,5671251,2902365,2768886,72869,57036,15833,5472225,2808126,2664099,116142,33370,82772,7710,3154,4556,2305,679,1626,0,0,0
C0402,10,0,State - BIHAR (10),Rural,40-44,4510868,2404576,2106292,41010,32063,8947,4304480,2323210,1981270,156753,45986,110767,6670,2707,3963,1955,610,1345,0,0,0
C0402,10,0,State - BIHAR (10),Rural,45-49,3721533,1918799,1802734,24455,18831,5624,3509360,1842194,1667166,181634,55435,126199,4788,1956,2832,1296,383,913,0,0,0
C0402,10,0,State - BIHAR (10),Rural,50-54,2885694,1575237,1310457,20058,14897,5161,2623716,1485286,1138430,237268,73221,164047,3679,1524,2155,973,309,664,0,0,0
C0402,10,0,State - BIHAR (10),Rural,55-59,2450329,1151517,1298812,17173,12070,5103,2203901,1064499,1139402,226246,73726,152520,2319,993,1326,690,229,461,0,0,0
C0402,10,0,State - BIHAR (10),Rural,60-64,2677437,1385714,1291723,48297,27922,20375,2149557,1216041,933516,475908,140339,335569,2830,1155,1675,845,257,588,0,0,0
C0402,10,0,State - BIHAR (10),Rural,65-69,1870640,986570,884070,45242,27253,17989,1391642,820132,571510,431424,138129,293295,1762,860,902,570,196,374,0,0,0
C0402,10,0,State - BIHAR (10),Rural,70-74,1231828,701151,530677,22038,13618,8420,773743,539224,234519,434442,147500,286942,1172,650,522,433,159,274,0,0,0
C0402,10,0,State - BIHAR (10),Rural,75-79,486894,263161,223733,8906,5521,3385,295012,185484,109528,182397,71850,110547,423,247,176,156,59,97,0,0,0
C0402,10,0,State - BIHAR (10),Rural,80+,601387,320855,280532,44462,27009,17453,286712,187927,98785,269375,105473,163902,576,346,230,262,100,162,0,0,0
C0402,10,0,State - BIHAR (10),Rural,Age not stated,349025,190547,158478,195182,117957,77225,142687,68864,73823,10677,3493,7184,340,172,168,139,61,78,0,0,0
C0402,10,0,State - BIHAR (10),Rural,Less than 18,42749538,22425805,20323733,42097078,22208738,19888340,626863,206026,420837,17386,7003,10383,7122,3538,3584,1089,500,589,0,0,0
C0402,10,0,State - BIHAR (10),Rural,Less than 21,47999397,25294647,22704750,45413700,24633989,20779711,2542155,642897,1899258,30730,11949,18781,10795,5070,5725,2017,742,1275,0,0,0
C0402,10,0,State - BIHAR (10),Urban,All ages,11758016,6204307,5553709,6125484,3496538,2628946,5219188,2591818,2627370,398594,110706,287888,11425,4176,7249,3325,1069,2256,0,0,0
C0402,10,0,State - BIHAR (10),Urban,0-9,2570217,1345442,1224775,2570217,1345442,1224775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,10,0,State - BIHAR (10),Urban,10-14,1446935,759856,687079,1414707,747313,667394,30370,11729,18641,1191,485,706,556,275,281,111,54,57,0,0,0
C0402,10,0,State - BIHAR (10),Urban,15-19,1228966,668083,560883,1106450,640251,466199,119597,26732,92865,2172,787,1385,596,262,334,151,51,100,0,0,0
C0402,10,0,State - BIHAR (10),Urban,20-24,1053682,566056,487626,605795,428758,177037,442677,135676,307001,3768,1175,2593,1133,367,766,309,80,229,0,0,0
C0402,10,0,State - BIHAR (10),Urban,25-29,949017,488525,460492,248183,200894,47289,692003,285080,406923,6865,1951,4914,1514,471,1043,452,129,323,0,0,0
C0402,10,0,State - BIHAR (10),Urban,30-34,852693,436190,416503,76096,64366,11730,763036,368119,394917,11256,3023,8233,1791,542,1249,514,140,374,0,0,0
C0402,10,0,State - BIHAR (10),Urban,35-39,786010,405796,380214,23967,19363,4604,742507,381804,360703,17422,3905,13517,1629,560,1069,485,164,321,0,0,0
C0402,10,0,State - BIHAR (10),Urban,40-44,654824,352233,302591,10829,8348,2481,618224,337810,280414,24090,5467,18623,1280,480,800,401,128,273,0,0,0
C0402,10,0,State - BIHAR (10),Urban,45-49,548841,291195,257646,5913,4403,1510,512095,279518,232577,29636,6829,22807,926,358,568,271,87,184,0,0,0
C0402,10,0,State - BIHAR (10),Urban,50-54,427046,233188,193858,4212,2863,1349,384793,221051,163742,37180,8952,28228,662,241,421,199,81,118,0,0,0
C0402,10,0,State - BIHAR (10),Urban,55-59,346349,178839,167510,3369,2136,1233,306056,166928,139128,36392,9541,26851,404,174,230,128,60,68,0,0,0
C0402,10,0,State - BIHAR (10),Urban,60-64,330571,174211,156360,6558,3550,3008,261332,155198,106134,62184,15268,46916,389,161,228,108,34,74,0,0,0
C0402,10,0,State - BIHAR (10),Urban,65-69,219139,117148,101991,7086,3849,3237,160013,98373,61640,51747,14796,36951,223,106,117,70,24,46,0,0,0
C0402,10,0,State - BIHAR (10),Urban,70-74,147703,83232,64471,3445,1901,1544,92301,65174,27127,51782,16065,35717,138,83,55,37,9,28,0,0,0
C0402,10,0,State - BIHAR (10),Urban,75-79,63585,34812,28773,1655,901,754,36347,24562,11785,25499,9309,16190,56,31,25,28,9,19,0,0,0
C0402,10,0,State - BIHAR (10),Urban,80+,77961,39739,38222,7304,4238,3066,34927,22858,12069,35627,12600,23027,70,37,33,33,6,27,0,0,0
C0402,10,0,State - BIHAR (10),Urban,Age not stated,54477,29762,24715,29698,17962,11736,22910,11206,11704,1783,553,1230,58,28,30,28,13,15,0,0,0
C0402,10,0,State - BIHAR (10),Urban,Less than 18,4753527,2502209,2251318,4679188,2477126,2202062,70752,23639,47113,2535,951,1584,868,411,457,184,82,102,0,0,0
C0402,10,0,State - BIHAR (10),Urban,Less than 21,5544219,2932341,2611878,5289011,2868388,2420623,249070,61591,187479,4384,1609,2775,1431,633,798,323,120,203,0,0,0
C0402,11,0,State - SIKKIM (11),Total,All ages,610577,323070,287507,305986,168021,137965,278114,145422,132692,20327,6610,13717,4580,2123,2457,1570,894,676,0,0,0
C0402,11,0,State - SIKKIM (11),Total,0-9,99014,50373,48641,99014,50373,48641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,11,0,State - SIKKIM (11),Total,10-14,66923,33965,32958,65997,33629,32368,862,305,557,31,15,16,27,11,16,6,5,1,0,0,0
C0402,11,0,State - SIKKIM (11),Total,15-19,66937,33998,32939,59826,32439,27387,6960,1513,5447,69,22,47,66,17,49,16,7,9,0,0,0
C0402,11,0,State - SIKKIM (11),Total,20-24,67297,35146,32151,39714,25100,14614,27058,9869,17189,167,44,123,270,94,176,88,39,49,0,0,0
C0402,11,0,State - SIKKIM (11),Total,25-29,64639,34700,29939,20595,13662,6933,43037,20636,22401,354,111,243,490,215,275,163,76,87,0,0,0
C0402,11,0,State - SIKKIM (11),Total,30-34,52225,28562,23663,7703,4952,2751,43169,23041,20128,540,180,360,590,261,329,223,128,95,0,0,0
C0402,11,0,State - SIKKIM (11),Total,35-39,43627,23396,20231,3750,2295,1455,38235,20498,17737,849,217,632,580,271,309,213,115,98,0,0,0
C0402,11,0,State - SIKKIM (11),Total,40-44,36552,20170,16382,2355,1427,928,32268,18060,14208,1122,277,845,622,296,326,185,110,75,0,0,0
C0402,11,0,State - SIKKIM (11),Total,45-49,29462,16114,13348,1570,934,636,25627,14374,11253,1563,432,1131,524,259,265,178,115,63,0,0,0
C0402,11,0,State - SIKKIM (11),Total,50-54,24432,13624,10808,1160,702,458,20625,12081,8544,2037,529,1508,435,220,215,175,92,83,0,0,0
C0402,11,0,State - SIKKIM (11),Total,55-59,17541,9913,7628,857,497,360,14187,8574,5613,2084,622,1462,308,148,160,105,72,33,0,0,0
C0402,11,0,State - SIKKIM (11),Total,60-64,13550,7441,6109,878,494,384,9890,6028,3862,2442,735,1707,252,124,128,88,60,28,0,0,0
C0402,11,0,State - SIKKIM (11),Total,65-69,10483,5593,4890,870,514,356,6896,4170,2726,2494,800,1694,175,81,94,48,28,20,0,0,0
C0402,11,0,State - SIKKIM (11),Total,70-74,7561,4304,3257,425,260,165,4546,3075,1471,2423,884,1539,126,61,65,41,24,17,0,0,0
C0402,11,0,State - SIKKIM (11),Total,75-79,4516,2556,1960,185,104,81,2389,1633,756,1868,775,1093,55,33,22,19,11,8,0,0,0
C0402,11,0,State - SIKKIM (11),Total,80+,4642,2578,2064,322,193,129,2008,1391,617,2237,952,1285,53,30,23,22,12,10,0,0,0
C0402,11,0,State - SIKKIM (11),Total,Age not stated,1176,637,539,765,446,319,357,174,183,47,15,32,7,2,5,0,0,0,0,0,0
C0402,11,0,State - SIKKIM (11),Total,Less than 18,205832,104504,101328,202425,103632,98793,3269,817,2452,70,26,44,54,19,35,14,10,4,0,0,0
C0402,11,0,State - SIKKIM (11),Total,Less than 21,246722,125420,121302,234645,122345,112300,11802,2980,8822,122,43,79,124,37,87,29,15,14,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,All ages,456999,242797,214202,231048,127477,103571,205212,107243,97969,15836,5586,10250,3698,1756,1942,1205,735,470,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,0-9,76540,38875,37665,76540,38875,37665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,10-14,52191,26588,25603,51519,26341,25178,621,221,400,23,13,10,22,8,14,6,5,1,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,15-19,50759,25943,24816,45013,24686,20327,5628,1226,4402,53,15,38,52,11,41,13,5,8,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,20-24,49839,26301,23538,28440,18356,10084,20979,7795,13184,130,38,92,216,77,139,74,35,39,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,25-29,46628,25475,21153,14084,9552,4532,31753,15593,16160,262,88,174,400,177,223,129,65,64,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,30-34,37412,20788,16624,5286,3455,1831,31115,16873,14242,385,144,241,458,208,250,168,108,60,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,35-39,30928,16613,14315,2704,1673,1031,27020,14450,12570,580,172,408,455,221,234,169,97,72,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,40-44,26111,14402,11709,1786,1117,669,22888,12722,10166,811,229,582,488,243,245,138,91,47,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,45-49,21104,11394,9710,1224,756,468,18193,9987,8206,1138,354,784,417,208,209,132,89,43,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,50-54,18081,10021,8060,946,586,360,15123,8734,6389,1528,438,1090,359,192,167,125,71,54,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,55-59,13219,7390,5829,700,419,281,10646,6296,4350,1547,503,1044,246,115,131,80,57,23,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,60-64,10875,5971,4904,749,426,323,7909,4763,3146,1929,622,1307,220,114,106,68,46,22,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,65-69,8532,4584,3948,673,407,266,5661,3392,2269,2015,694,1321,145,67,78,38,24,14,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,70-74,6280,3624,2656,348,219,129,3775,2547,1228,2006,780,1226,114,55,59,37,23,14,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,75-79,3736,2150,1586,156,91,65,1972,1351,621,1545,670,875,50,29,21,13,9,4,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,80+,3777,2147,1630,243,150,93,1627,1147,480,1842,811,1031,50,29,21,15,10,5,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,Age not stated,987,531,456,637,368,269,302,146,156,42,15,27,6,2,4,0,0,0,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,Less than 18,159114,80958,78156,156479,80304,76175,2528,612,1916,52,19,33,41,13,28,14,10,4,0,0,0
C0402,11,0,State - SIKKIM (11),Rural,Less than 21,189965,96833,93132,180313,94372,85941,9437,2391,7046,92,33,59,97,24,73,26,13,13,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,All ages,153578,80273,73305,74938,40544,34394,72902,38179,34723,4491,1024,3467,882,367,515,365,159,206,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,0-9,22474,11498,10976,22474,11498,10976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,10-14,14732,7377,7355,14478,7288,7190,241,84,157,8,2,6,5,3,2,0,0,0,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,15-19,16178,8055,8123,14813,7753,7060,1332,287,1045,16,7,9,14,6,8,3,2,1,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,20-24,17458,8845,8613,11274,6744,4530,6079,2074,4005,37,6,31,54,17,37,14,4,10,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,25-29,18011,9225,8786,6511,4110,2401,11284,5043,6241,92,23,69,90,38,52,34,11,23,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,30-34,14813,7774,7039,2417,1497,920,12054,6168,5886,155,36,119,132,53,79,55,20,35,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,35-39,12699,6783,5916,1046,622,424,11215,6048,5167,269,45,224,125,50,75,44,18,26,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,40-44,10441,5768,4673,569,310,259,9380,5338,4042,311,48,263,134,53,81,47,19,28,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,45-49,8358,4720,3638,346,178,168,7434,4387,3047,425,78,347,107,51,56,46,26,20,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,50-54,6351,3603,2748,214,116,98,5502,3347,2155,509,91,418,76,28,48,50,21,29,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,55-59,4322,2523,1799,157,78,79,3541,2278,1263,537,119,418,62,33,29,25,15,10,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,60-64,2675,1470,1205,129,68,61,1981,1265,716,513,113,400,32,10,22,20,14,6,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,65-69,1951,1009,942,197,107,90,1235,778,457,479,106,373,30,14,16,10,4,6,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,70-74,1281,680,601,77,41,36,771,528,243,417,104,313,12,6,6,4,1,3,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,75-79,780,406,374,29,13,16,417,282,135,323,105,218,5,4,1,6,2,4,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,80+,865,431,434,79,43,36,381,244,137,395,141,254,3,1,2,7,2,5,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,Age not stated,189,106,83,128,78,50,55,28,27,5,0,5,1,0,1,0,0,0,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,Less than 18,46718,23546,23172,45946,23328,22618,741,205,536,18,7,11,13,6,7,0,0,0,0,0,0
C0402,11,0,State - SIKKIM (11),Urban,Less than 21,56757,28587,28170,54332,27973,26359,2365,589,1776,30,10,20,27,13,14,3,2,1,0,0,0
C0402,12,0,State - ARUNACHAL PRADESH (12),Total,All ages,1383727,713912,669815,765934,410829,355105,569238,290314,278924,41619,9832,31787,5097,2287,2810,1839,650,1189,0,0,0
C0402,12,0,State - ARUNACHAL PRADESH (12),Total,0-9,314002,159163,154839,314002,159163,154839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,12,0,State - ARUNACHAL PRADESH (12),Total,10-14,179359,90439,88920,175848,89241,86607,3245,1086,2159,133,47,86,107,52,55,26,13,13,0,0,0
C0402,12,0,State - ARUNACHAL PRADESH (12),Total,15-19,155968,78673,77295,141142,75323,65819,14422,3203,11219,212,70,142,140,56,84,52,21,31,0,0,0
C0402,12,0,State - ARUNACHAL PRADESH (12),Total,20-24,131696,66033,65663,75763,47364,28399,54965,18372,36593,479,125,354,341,138,203,148,34,114,0,0,0
C0402,12,0,State - ARUNACHAL PRADESH (12),Total,25-29,123714,63366,60348,32653,22310,10343,89311,40504,48807,935,242,693,564,229,335,251,81,170,0,0,0
C0402,12,0,State - ARUNACHAL PRADESH (12),Total,30-34,101171,52462,48709,11079,7440,3639,87636,44359,43277,1553,330,1223,603,238,365,300,95,205,0,0,0
